Type of property,State of the property,Locality,Postal Code,Price,Number of bedrooms,Number of bathrooms,Living area,Construction year,Furnished,Number of facades,Number of floors,EPB,Energy class,Fully equipped kitchen,Terrace,Terrace area,Garden,Garden area,Swimming pool,Garage,Bike storage,Balcony,Cellar,Attic,Floor of apartment,Elevator,Air conditioning,Alarm,Access for disabled,Type of heating,URL
Penthouse,Excellent,Wenduine,8420,675000,3,2,140,,,,5,,,1,1,,,,,1,1,,0,1,5,1,,,,Electricity,https://immovlan.be/en/detail/penthouse/for-sale/8420/wenduine/rwc39941
Penthouse,,Veurne,8630,549000,3,2,115,2009,,,4,135,C-,1,1,35,,,,1,,0,,,3,1,0,0,0,,https://immovlan.be/en/detail/penthouse/for-sale/8630/veurne/rbt69333
Residence,To be renovated,Brussels,1000,549000,6,2,365,1900,,2,4,798,G,,1,17,,,0,,,,,1,,0,,,0,Gas,https://immovlan.be/en/detail/residence/for-sale/1000/brussels/vbc87245
Residence,Normal,Brussels,1000,1980000,5,3,430,1900,0,,3,367,G,,,,1,40,,1,0,,0,1,,0,,,,Gas,https://immovlan.be/en/detail/residence/for-sale/1000/brussels/vbc91328
Residence,,Brussels,1000,177500,1,1,55,,,2,,668,G,,,,,,,,0,,0,,,,,,,,https://immovlan.be/en/detail/residence/for-sale/1000/brussels/vbc91596
Residence,Normal,Laken,1020,485000,4,2,208,1953,0,,3,199,D-,,,,,,,,0,,0,,,0,,,,Gas,https://immovlan.be/en/detail/residence/for-sale/1020/laken/rbt72710
Residence,,Schaarbeek,1030,1150000,,0,786,,,3,,104,C+,,,,,,,,0,,0,0,,,,,,,https://immovlan.be/en/detail/residence/for-sale/1030/schaarbeek/vbc91297
Residence,Fully renovated,Schaarbeek,1030,525000,4,2,179,,0,2,2,207,D-,,1,,1,30,0,1,,,1,1,,0,,,0,Gas,https://immovlan.be/en/detail/residence/for-sale/1030/schaarbeek/vbc91391
Residence,Normal,Schaarbeek,1030,790000,5,5,200,1921,0,2,2,249,E,1,1,,1,,,,,,1,1,,0,,,0,Gas,https://immovlan.be/en/detail/residence/for-sale/1030/schaarbeek/vbc91758
Residence,Normal,Elsene,1050,890000,4,3,250,1990,0,,2,195,D-,,1,,1,,,1,0,,0,0,,0,,,,Gas,https://immovlan.be/en/detail/residence/for-sale/1050/elsene/vbc91329
Residence,To renovate,Elsene,1050,1425000,5,2,508,1909,0,2,3,201,D-,1,1,20,1,160,0,,,,1,1,,0,,,0,Gas,https://immovlan.be/en/detail/residence/for-sale/1050/elsene/vbc91378
Residence,Normal,Elsene,1050,690000,2,2,136,1900,0,2,1,169,D+,,,,,,,,0,,0,,,0,,,,,https://immovlan.be/en/detail/residence/for-sale/1050/elsene/vbc91568
Residence,Normal,Koekelberg,1081,399000,4,2,167,1940,,2,2,270,E-,,,,,,0,,0,,0,1,,,0,1,,Gas,https://immovlan.be/en/detail/residence/for-sale/1081/koekelberg/vbc91438
Residence,Normal,Berchem-Sainte-Agathe,1082,570000,4,2,190,1922,,2,,208,D-,1,1,25,1,115,0,1,,,1,1,,0,,1,0,Gas,https://immovlan.be/en/detail/residence/for-sale/1082/berchem-sainte-agathe/vbc89484
Residence,Fully renovated,Evere,1140,525000,4,2,179,,0,2,2,207,D-,,1,,1,30,0,1,,,1,1,,0,,,0,Gas,https://immovlan.be/en/detail/residence/for-sale/1140/evere/vbc91390
Residence,To be renovated,Sint-Pieters-Woluwe,1150,475000,3,2,125,1908,0,2,3,377,G,1,1,25,1,110,0,,,,1,1,,0,,,0,Gas,https://immovlan.be/en/detail/residence/for-sale/1150/sint-pieters-woluwe/vbc91368
Residence,To renovate,Sint-Pieters-Woluwe,1150,1115000,5,3,315,1965,0,3,2,302,F,,1,,1,1500,1,1,,,1,1,,0,,1,0,Gas,https://immovlan.be/en/detail/residence/for-sale/1150/sint-pieters-woluwe/vbc91603
Residence,To renovate,Oudergem,1160,499000,6,4,240,,0,2,,,,,1,10,1,40,,,,,,,,,,,,,https://immovlan.be/en/detail/residence/for-sale/1160/oudergem/vbc91654
Residence,,Watermaal-Bosvoorde,1170,575000,3,1,110,,,2,,446,G,,1,,1,55,,,0,,0,0,,,,,,,https://immovlan.be/en/detail/residence/for-sale/1170/watermaal-bosvoorde/vbc91260
Residence,Normal,Ukkel,1180,795000,3,2,150,1960,0,3,3,178,D,1,1,,1,171,0,,,1,1,,,0,,,0,Gas,https://immovlan.be/en/detail/residence/for-sale/1180/ukkel/vbc91335
Residence,New,Ukkel,1180,860000,4,3,272,2027,0,2,2,,,1,1,12,1,,0,1,,,1,,,0,,,0,Hot air,https://immovlan.be/en/detail/residence/for-sale/1180/ukkel/vbc91345
Residence,New,Ukkel,1180,795000,4,3,266,2027,0,2,2,,,1,1,28,1,,0,1,,,1,,,0,,,1,Hot air,https://immovlan.be/en/detail/residence/for-sale/1180/ukkel/vbc91346
Residence,New,Ukkel,1180,2950000,5,4,450,2025,,4,2,208,D-,,1,,1,12000,,,,,,,,0,,,0,Gas,https://immovlan.be/en/detail/residence/for-sale/1180/ukkel/vbc91590
Residence,To renovate,Sint-Lambrechts-Woluwe,1200,480000,3,1,120,1950,0,2,1,420,G,1,1,,,,,,,,1,,,0,,,0,Gas,https://immovlan.be/en/detail/residence/for-sale/1200/sint-lambrechts-woluwe/vbc91464
Residence,To be renovated,Ottignies-Louvain-la-Neuve,1340,275000,3,1,120,1977,0,3,2,706,G,1,1,9,1,453,0,1,,,,1,,0,,,0,Gas,https://immovlan.be/en/detail/residence/for-sale/1340/ottignies-louvain-la-neuve/vbc87590
Residence,,Ottignies,1340,1150000,5,2,315,1992,0,4,2,218,E+,,1,45,1,1200,,1,0,,0,,,0,,,,Gas,https://immovlan.be/en/detail/residence/for-sale/1340/ottignies/vbc91455
Residence,Normal,Lasne,1380,1350000,4,4,250,1960,0,4,,407,G,1,1,100,1,7800,1,1,,,1,,,0,,1,0,Fuel oil,https://immovlan.be/en/detail/residence/for-sale/1380/lasne/vbc91737
Residence,Normal,Nivelles,1400,390000,3,2,149,1950,0,2,4,307,F,1,1,20,1,88,0,1,,,1,,,0,,,0,Gas,https://immovlan.be/en/detail/residence/for-sale/1400/nivelles/vbc82916
Residence,Normal,Braine-l'Alleud,1420,375000,3,2,146,,0,2,,353,G,1,1,10,1,80,,,,,,,,0,,,0,Gas,https://immovlan.be/en/detail/residence/for-sale/1420/braine-l-alleud/vbc91519
Residence,Excellent,Braine-le-Château,1440,1190000,6,3,300,2012,,4,2,34,A-,,1,,1,750,1,1,,,1,1,,0,,1,,Hot air,https://immovlan.be/en/detail/residence/for-sale/1440/braine-le-chateau/vbc91298
Residence,To be renovated,Braine-le-Château,1440,399000,2,1,100,1963,0,4,1,415,G,,1,,1,500,0,1,,,1,1,,0,,1,,Fuel oil,https://immovlan.be/en/detail/residence/for-sale/1440/braine-le-chateau/vbc91299
Residence,,Saintes,1480,209000,2,1,108,,0,,2,501,G,,,,,,,,0,,0,,,0,,,,Gas,https://immovlan.be/en/detail/residence/for-sale/1480/saintes/vbc91653
Residence,Normal,Tubize,1480,295000,2,2,116,1933,0,2,3,440,G,,1,14,1,93,0,1,,,1,1,,0,,,0,Gas,https://immovlan.be/en/detail/residence/for-sale/1480/tubize/vbc91322
Residence,Normal,Tubize,1480,280000,3,1,130,,0,2,2,220,E+,,1,20,1,70,,,0,,0,1,,0,,,,Gas,https://immovlan.be/en/detail/residence/for-sale/1480/tubize/vbc91402
Residence,,Tubize,1480,249000,2,2,100,2011,0,3,2,226,E+,,,,,,,1,0,,0,0,,0,,,,Gas,https://immovlan.be/en/detail/residence/for-sale/1480/tubize/vbc91405
Residence,,Court-Saint-Étienne,1490,550000,3,2,175,,0,,,211,E+,1,1,,1,,1,,0,,0,0,,0,,,,,https://immovlan.be/en/detail/residence/for-sale/1490/court-saint-etienne/vbc69029
Residence,,Halle,1500,450000,3,2,,2015,,2,2,41,A-,1,1,,1,,0,,0,0,0,0,,0,0,0,0,Gas,https://immovlan.be/en/detail/residence/for-sale/1500/halle/rbt68796
Residence,,Halle,1500,320000,3,2,175,1918,,2,3,270,E-,,,,,,,,0,0,0,,,0,0,0,0,Gas,https://immovlan.be/en/detail/residence/for-sale/1500/halle/rbt72482
Residence,,Galmaarden,1570,330000,3,2,,1930,,4,2,518,G,,,,,,,,0,0,0,,,0,0,0,0,Gas,https://immovlan.be/en/detail/residence/for-sale/1570/galmaarden/rbt72793
Residence,To be renovated,Linkebeek,1630,745000,4,1,166,1960,0,4,,906,G,,1,30,1,1487,,,0,,0,,,0,,,,,https://immovlan.be/en/detail/residence/for-sale/1630/linkebeek/vbc91634
Residence,To be renovated,Sint-Genesius-Rode,1640,285000,2,1,100,1925,,3,1,614,G,1,,,1,,,1,,,1,1,,0,,,0,,https://immovlan.be/en/detail/residence/for-sale/1640/sint-genesius-rode/rbt72599
Residence,Normal,Dilbeek,1700,450000,3,2,150,1996,0,3,2,229,E+,,1,30,,,,1,0,,0,,,0,,,,Gas,https://immovlan.be/en/detail/residence/for-sale/1700/dilbeek/rbt72704
Residence,To be renovated,Groot-Bijgaarden,1702,380000,2,1,92,1961,,,,420,G,,1,23,1,154,0,1,0,,1,1,,,,,,Gas,https://immovlan.be/en/detail/residence/for-sale/1702/groot-bijgaarden/rbt72389
Residence,Normal,Schepdaal,1703,429000,3,2,320,1987,0,4,3,363,G,,1,,1,,,1,0,,0,,,0,,,,Electricity,https://immovlan.be/en/detail/residence/for-sale/1703/schepdaal/rbt72517
Residence,Fully renovated,Brussegem,1785,699000,4,1,229,1980,0,,,231,E+,,,,1,,,,,,0,1,,0,1,,0,Fuel oil,https://immovlan.be/en/detail/residence/for-sale/1785/brussegem/rbt72647
Residence,To renovate,Zemst,1980,299000,3,1,130,1964,0,4,,805,G,1,1,,1,,,1,,,1,1,,,1,,,Fuel oil,https://immovlan.be/en/detail/residence/for-sale/1980/zemst/rbt69080
Residence,To renovate,Zemst,1980,339000,4,1,190,1982,,2,,378,G,1,1,,1,,,,,,,1,,,,,0,Gas,https://immovlan.be/en/detail/residence/for-sale/1980/zemst/rbt72682
Residence,Normal,Deurne,2100,499000,3,3,180,1930,0,2,,158,D+,,1,,,,,,0,,0,1,,0,,,,Gas,https://immovlan.be/en/detail/residence/for-sale/2100/deurne/rbt72426
Residence,To be renovated,Merksem,2170,299500,3,1,181,1950,0,2,,531,G,,,,1,67,,,0,,0,,,0,,,,Gas,https://immovlan.be/en/detail/residence/for-sale/2170/merksem/rbt72730
Residence,Normal,Merksem,2170,424000,3,1,160,,0,2,,197,D-,,,,1,,,,0,,0,,,0,,,,Gas,https://immovlan.be/en/detail/residence/for-sale/2170/merksem/rbt72732
Residence,Normal,Herentals,2200,800000,5,3,88,1964,0,4,,88,B-,,1,,1,,,,0,,0,0,,0,,,,,https://immovlan.be/en/detail/residence/for-sale/2200/herentals/rbt72472
Residence,Excellent,Heist-op-den-Berg,2220,525000,4,1,,1976,,3,,221,E+,,,,1,,0,1,0,,0,0,,,,,,Gas,https://immovlan.be/en/detail/residence/for-sale/2220/heist-op-den-berg/rbt72329
Residence,To be renovated,Westerlo,2260,899000,4,4,550,1980,0,4,2,660,G,,,,1,5985,,,0,,0,,,0,,,,Fuel oil,https://immovlan.be/en/detail/residence/for-sale/2260/westerlo/rbt72701
Residence,To be renovated,Lille,2275,39000,1,1,68,1970,0,4,,1027,G,,1,,1,,,1,0,,0,0,,0,,,,Electricity,https://immovlan.be/en/detail/residence/for-sale/2275/lille/rbt72471
Residence,Normal,Turnhout,2300,239000,2,1,126,1973,0,2,,300,F,1,,,1,39,,,0,,0,0,,0,,,,Gas,https://immovlan.be/en/detail/residence/for-sale/2300/turnhout/rbt66812
Residence,,Turnhout,2300,239000,3,1,155,1899,0,2,,251,E,,,,1,175,,,0,,0,0,,0,,,,Gas,https://immovlan.be/en/detail/residence/for-sale/2300/turnhout/rbt66818
Residence,Normal,Turnhout,2300,275000,2,1,133,,0,2,,281,F,,1,,1,75,,,0,,0,0,,0,,,,Gas,https://immovlan.be/en/detail/residence/for-sale/2300/turnhout/rbt66819
Residence,To be renovated,Poppel,2382,249000,5,0,228,1930,0,2,,1014,G,,1,,1,,,,0,,0,,,0,,,,,https://immovlan.be/en/detail/residence/for-sale/2382/poppel/rbt72805
Residence,New,Baarle-Hertog,2387,460000,3,0,200,,0,4,,,,,,,,,,,0,,0,,,0,,,,Electricity,https://immovlan.be/en/detail/residence/for-sale/2387/baarle-hertog/rbt72684
Residence,Normal,Mol,2400,499000,3,2,200,2024,0,3,,40,A-,,,,1,300,,,0,,0,,,0,,,,Electricity,https://immovlan.be/en/detail/residence/for-sale/2400/mol/rbt72708
Residence,New,Vorst,2430,435000,3,2,211,2025,0,3,,,,,1,,1,,,,0,,0,1,,0,,,,,https://immovlan.be/en/detail/residence/for-sale/2430/vorst/rbt72467
Residence,Normal,Geel,2440,310000,3,2,123,1980,0,3,,291,F,1,1,,1,,,1,0,,0,0,,0,,,,Fuel oil,https://immovlan.be/en/detail/residence/for-sale/2440/geel/rbt67563
Residence,Normal,Geel,2440,239000,3,2,132,1948,,3,,663,G,1,1,,1,,,,,,1,,,,,,,Gas,https://immovlan.be/en/detail/residence/for-sale/2440/geel/rbt72582
Residence,,Meerhout,2450,219000,4,1,164,1953,,3,,478,G,,,,1,,0,1,0,,0,1,,,,,,Gas,https://immovlan.be/en/detail/residence/for-sale/2450/meerhout/rbt72342
Residence,Excellent,Retie,2470,429000,3,3,240,,,4,,423,G,,1,,1,,,1,,,1,1,,,,,,,https://immovlan.be/en/detail/residence/for-sale/2470/retie/rbt72308
Residence,Normal,Balen,2490,949000,3,2,291,2021,0,,,26,A,,,,,,,,,,1,,,0,1,,0,Electricity,https://immovlan.be/en/detail/residence/for-sale/2490/balen/rbt72656
Residence,To be renovated,Lier,2500,239000,3,1,99,1899,0,2,,526,G,1,1,18,1,18,,,,,,1,,0,,,,Gas,https://immovlan.be/en/detail/residence/for-sale/2500/lier/rbt69212
Residence,To be renovated,Lier,2500,328000,3,2,203,,,3,,914,G,,1,,1,,0,1,0,,0,1,,,,,,,https://immovlan.be/en/detail/residence/for-sale/2500/lier/rbt72359
Residence,,Beerzel,2580,348000,2,2,148,1967,,3,2,540,G,,1,,1,,0,1,0,,0,1,,,,,,Fuel oil,https://immovlan.be/en/detail/residence/for-sale/2580/beerzel/rbt72354
Residence,,Beerzel,2580,465000,3,3,476,1987,,4,,259,E-,,1,,1,,0,1,0,,0,0,,,,,,Gas,https://immovlan.be/en/detail/residence/for-sale/2580/beerzel/rbt72356
Residence,Normal,Putte,2580,598000,4,0,182,,0,3,,,,,,,,,,,0,,0,,,0,,,,Gas,https://immovlan.be/en/detail/residence/for-sale/2580/putte/rbt72663
Residence,New,Berlaar,2590,395000,4,2,,2025,,2,3,0,A+,,1,13,1,,0,1,0,,0,0,,,,,,,https://immovlan.be/en/detail/residence/for-sale/2590/berlaar/rbt72328
Residence,Normal,Wilrijk,2610,329000,2,1,111,1936,0,2,,231,E+,,,,1,61,,,0,,0,,,0,,,,,https://immovlan.be/en/detail/residence/for-sale/2610/wilrijk/rbt72727
Residence,Excellent,Mechelen,2800,595000,4,2,201,,0,3,,171,D,1,,,1,,,,0,,0,1,,0,,,,Gas,https://immovlan.be/en/detail/residence/for-sale/2800/mechelen/rbt66782
Residence,Fully renovated,Mechelen,2800,395000,4,2,122,1918,,2,3,200,D-,,1,,,,,,,,1,1,,,,,,Gas,https://immovlan.be/en/detail/residence/for-sale/2800/mechelen/rbt72246
Residence,To be renovated,Bonheiden,2820,340000,1,1,106,1970,,4,,767,G,,,,1,,0,1,0,,0,1,,,,,,Fuel oil,https://immovlan.be/en/detail/residence/for-sale/2820/bonheiden/rbt72362
Residence,,Bonheiden,2820,475000,5,1,207,1983,,,,315,F,,1,,1,,0,1,0,,0,0,,,1,,,Fuel oil,https://immovlan.be/en/detail/residence/for-sale/2820/bonheiden/rbt72364
Residence,Normal,Willebroek,2830,299000,2,1,99,,0,2,,391,G,1,1,,1,103,,1,0,,0,1,,0,,,,Gas,https://immovlan.be/en/detail/residence/for-sale/2830/willebroek/rbt66249
Residence,Normal,Rumst,2840,280000,2,2,68,,0,3,,178,D,1,,,1,,,,0,,0,1,,0,,,,Gas,https://immovlan.be/en/detail/residence/for-sale/2840/rumst/rbt66244
Residence,Normal,Niel,2845,289000,2,1,82,1970,0,3,,240,E,,1,9,,,,,0,,0,0,,0,,,,Gas,https://immovlan.be/en/detail/residence/for-sale/2845/niel/rbt72458
Residence,New,Sint-Katelijne-Waver,2860,550000,6,3,407,1933,0,3,,492,G,1,1,,1,,,,0,,0,1,,0,,,,,https://immovlan.be/en/detail/residence/for-sale/2860/sint-katelijne-waver/rbt66214
Residence,To be renovated,Sint-Katelijne-Waver,2860,448870,4,2,142,1971,,4,,553,G,,1,,1,,0,1,0,,0,0,,,,,,,https://immovlan.be/en/detail/residence/for-sale/2860/sint-katelijne-waver/rbt72355
Residence,,Onze-Lieve-Vrouw-Waver,2861,675000,2,2,291,1994,,4,1,341,F,,1,,1,,0,1,0,,0,1,,,,,,Gas,https://immovlan.be/en/detail/residence/for-sale/2861/onze-lieve-vrouw-waver/rbt72349
Residence,,Puurs,2870,349000,3,2,144,2021,0,,,64,B,,,,,,,,0,,0,,,0,,,,,https://immovlan.be/en/detail/residence/for-sale/2870/puurs/rbt72637
Residence,,Hingene,2880,449000,3,2,157,1981,0,4,1,412,G,,1,25,1,,,1,0,,0,,,0,,,,,https://immovlan.be/en/detail/residence/for-sale/2880/hingene/rbt72741
Residence,,Wilsele,3012,475000,3,2,130,1988,,4,,322,F,,,,,,,,0,0,0,,,0,0,0,0,,https://immovlan.be/en/detail/residence/for-sale/3012/wilsele/rbt72494
Residence,To be renovated,Huldenberg,3040,340000,3,1,170,1968,0,4,,598,G,,1,,1,,,1,,,1,1,,,,,,Fuel oil,https://immovlan.be/en/detail/residence/for-sale/3040/huldenberg/rbt72670
Residence,New,Kortenberg,3070,489000,4,2,211,2024,,2,,0,A+,,,,1,,0,1,0,,0,1,,,,,,,https://immovlan.be/en/detail/residence/for-sale/3070/kortenberg/rbt67763
Residence,New,Kortenberg,3070,530000,4,2,210,2024,,3,,0,A+,,,,1,,0,1,0,,0,1,,,,,,,https://immovlan.be/en/detail/residence/for-sale/3070/kortenberg/rbt67764
Residence,New,Kortenberg,3070,476000,4,2,168,2024,,3,,0,A+,,,,1,,0,1,0,,0,0,,,,,,,https://immovlan.be/en/detail/residence/for-sale/3070/kortenberg/rbt67766
Residence,Excellent,Aarschot,3200,539000,3,3,182,2013,,4,3,72,B,,1,,1,,0,1,0,,0,0,,,,,,,https://immovlan.be/en/detail/residence/for-sale/3200/aarschot/rbt72327
Residence,,Aarschot,3200,750000,4,5,328,1996,,4,2,241,E,,1,,1,,1,1,0,,0,1,,,,1,,Fuel oil,https://immovlan.be/en/detail/residence/for-sale/3200/aarschot/rbt72350
Residence,To be renovated,Nieuwrode,3221,395000,3,1,261,1956,,4,,540,G,,1,,1,,0,1,0,,0,1,,,,,,,https://immovlan.be/en/detail/residence/for-sale/3221/nieuwrode/rbt72360
Residence,Normal,Tielt,3390,439000,3,2,175,1954,0,,,330,F,,1,54,,,,,0,,0,,,0,,,,Gas,https://immovlan.be/en/detail/residence/for-sale/3390/tielt/rbt72489
Residence,Excellent,Heusden,3550,465000,3,2,,2015,0,3,,63,B,1,1,,1,,,1,,,1,,,0,,,,Gas,https://immovlan.be/en/detail/residence/for-sale/3550/heusden/rbt72286
Residence,,Beringen,3580,439000,3,2,186,2012,,2,3,74,B,,1,11,,,,1,0,0,0,,,0,0,0,0,Gas,https://immovlan.be/en/detail/residence/for-sale/3580/beringen/rbt72503
Residence,Normal,Beringen,3580,375000,3,1,198,1983,0,3,,189,D,,,,,,,1,0,,0,,,0,,,,Gas,https://immovlan.be/en/detail/residence/for-sale/3580/beringen/rbt72686
Residence,Excellent,Genk,3600,349000,,0,260,1965,,4,,497,G,,,,1,,0,,0,,0,0,,,,,,,https://immovlan.be/en/detail/residence/for-sale/3600/genk/rbt72336
Residence,New,Dilsen-Stokkem,3650,389000,4,2,235,2025,0,,,,,1,1,,,,0,1,0,,0,1,,,,0,,,https://immovlan.be/en/detail/residence/for-sale/3650/dilsen-stokkem/rbt66253
Residence,New,Dilsen-Stokkem,3650,389000,4,2,235,2025,0,,,,,,,,,,0,,0,,0,1,,,,0,,,https://immovlan.be/en/detail/residence/for-sale/3650/dilsen-stokkem/rbt67798
Residence,Fully renovated,Riemst,3770,338500,3,2,172,1960,0,4,2,184,D,1,1,80,1,651,,,,,1,,,0,,,0,Gas,https://immovlan.be/en/detail/residence/for-sale/3770/riemst/vbc91631
Residence,New,Leopoldsburg,3970,449950,2,2,181,2020,0,3,,49,B+,,1,,1,,,,0,,0,0,,0,,,,,https://immovlan.be/en/detail/residence/for-sale/3970/leopoldsburg/rbt72309
Residence,To be renovated,Glain,4000,169000,2,1,100,,,,,649,G,,,,1,,,,,,1,1,,0,,,0,Gas,https://immovlan.be/en/detail/residence/for-sale/4000/glain/vbc87769
Residence,To renovate,Liege,4000,169000,2,1,145,,,,,400,G,,1,19,1,,,,,,0,1,,0,,,0,Gas,https://immovlan.be/en/detail/residence/for-sale/4000/liege/vbc88904
Residence,To renovate,Liege,4000,139000,3,2,102,,,,,279,F,,,,,,,,,,0,0,,0,,,0,Gas,https://immovlan.be/en/detail/residence/for-sale/4000/liege/vbc91283
Residence,Normal,Liege,4000,219000,4,1,101,,0,2,2,274,E-,,1,15,1,45,0,,,,,,,0,,,0,Gas,https://immovlan.be/en/detail/residence/for-sale/4000/liege/vbc91304
Residence,Excellent,Liege,4000,179000,3,3,120,1918,0,2,2,219,E+,1,1,10,1,40,,,,,1,,,0,,,0,Gas,https://immovlan.be/en/detail/residence/for-sale/4000/liege/vbc91575
Residence,,Liege,4000,185000,3,1,123,,,2,2,423,G,,,,,,,,0,,0,,,,,,,Gas,https://immovlan.be/en/detail/residence/for-sale/4000/liege/vbc91651
Residence,To be renovated,Liege,4020,199000,4,1,141,,0,,3,371,G,,1,25,1,40,,,,,1,0,,0,,,0,Fuel oil,https://immovlan.be/en/detail/residence/for-sale/4020/liege/vbc88551
Residence,Excellent,Liege,4020,284000,4,1,152,1874,0,2,,218,E+,1,1,19,,,,,,,1,,,0,,,0,,https://immovlan.be/en/detail/residence/for-sale/4020/liege/vbc91243
Residence,Normal,Liege,4020,179000,3,1,100,1918,0,2,,248,E,1,1,,,,0,,,,1,1,,0,,,0,Gas,https://immovlan.be/en/detail/residence/for-sale/4020/liege/vbc91294
Residence,To renovate,Grivegnée,4030,84000,2,1,50,1849,0,2,1,303,F,,,,,,,,,,1,1,,0,,,0,Gas,https://immovlan.be/en/detail/residence/for-sale/4030/grivegnee/vbc91746
Residence,Normal,Herstal,4040,279000,4,2,136,,0,2,2,415,G,1,1,8,,,0,1,,,1,1,,0,,,0,Gas,https://immovlan.be/en/detail/residence/for-sale/4040/herstal/vbc87639
Residence,Normal,Herstal,4040,199000,3,2,140,,0,2,1,383,G,1,1,10,1,85,0,,,,,,,0,,,0,Gas,https://immovlan.be/en/detail/residence/for-sale/4040/herstal/vbc91296
Residence,Normal,Herstal,4040,235000,2,2,109,,,2,1,340,F,,1,,1,65,,,,,1,,,,,,,Gas,https://immovlan.be/en/detail/residence/for-sale/4040/herstal/vbc91371
Residence,,Liers,4042,120000,3,0,105,,,2,,392,G,,1,20,1,61,,,0,,0,,,,,,,Wood,https://immovlan.be/en/detail/residence/for-sale/4042/liers/vbc91760
Residence,Normal,Vaux-sous-Chèvremont,4051,279000,3,2,177,,0,,2,339,F,,1,20,1,369,,1,,,0,,,0,1,,0,Electricity,https://immovlan.be/en/detail/residence/for-sale/4051/vaux-sous-chevremont/vbc91573
Residence,Fully renovated,Seraing,4100,229000,3,1,103,,,,,232,E,,,,,,,,,,0,0,,0,,,0,Gas,https://immovlan.be/en/detail/residence/for-sale/4100/seraing/vbc91282
Residence,,Seraing,4100,220000,2,1,160,,0,2,3,267,E-,,1,15,1,38,,,0,,0,1,,0,,,,Gas,https://immovlan.be/en/detail/residence/for-sale/4100/seraing/vbc91355
Residence,Excellent,Seraing,4100,185000,4,1,96,,0,2,2,253,E-,1,1,20,1,103,,,,,1,,,0,,,0,Gas,https://immovlan.be/en/detail/residence/for-sale/4100/seraing/vbc91589
Residence,,Seraing,4100,99000,3,1,165,,0,2,2,466,G,,1,,,,,1,,,1,1,,0,,,0,Gas,https://immovlan.be/en/detail/residence/for-sale/4100/seraing/vbc91602
Residence,Normal,Jemeppe,4101,225000,3,2,140,1936,,2,2,218,E+,,1,30,1,150,,,0,,0,,,,,,,Gas,https://immovlan.be/en/detail/residence/for-sale/4101/jemeppe/vbc91762
Residence,,Sprimont,4140,125000,2,2,,,0,,,,,,,,,,,1,0,,0,0,,0,,,,,https://immovlan.be/en/detail/residence/for-sale/4140/sprimont/vbc91396
Residence,,Lantremange,4300,539000,3,2,221,2003,0,4,1,82,B-,,1,41,1,700,1,1,0,,0,0,,0,,,,Fuel oil,https://immovlan.be/en/detail/residence/for-sale/4300/lantremange/vbc91358
Residence,New,Flémalle,4400,361909,3,2,147,,,4,,,,,,,,,,1,,,,,,,,,,,https://immovlan.be/en/detail/residence/for-sale/4400/flemalle/vbc91469
Residence,New,Flémalle,4400,370212,3,2,140,,,4,,,,,,,,,,,,,,,,,,,,,https://immovlan.be/en/detail/residence/for-sale/4400/flemalle/vbc91470
Residence,To renovate,Flémalle,4400,245000,3,2,131,1970,0,3,4,369,G,1,1,30,1,530,,1,,,1,,,0,,,0,Fuel oil,https://immovlan.be/en/detail/residence/for-sale/4400/flemalle/vbc91572
Residence,Fully renovated,Saint-Nicolas,4420,219900,3,1,160,1899,0,3,1,339,F,1,1,40,1,105,0,1,,,1,,,0,,1,0,Gas,https://immovlan.be/en/detail/residence/for-sale/4420/saint-nicolas/vbc91290
Residence,Excellent,Saint-Nicolas,4420,349000,4,2,170,2010,0,3,2,201,D-,1,1,25,1,100,1,1,,,1,1,,0,,,0,Gas,https://immovlan.be/en/detail/residence/for-sale/4420/saint-nicolas/vbc91293
Residence,Normal,Grâce-Hollogne,4460,264000,4,2,161,1973,0,3,1,281,F,1,1,58,1,320,,1,,1,1,,,0,,,0,Fuel oil,https://immovlan.be/en/detail/residence/for-sale/4460/grace-hollogne/vbc91514
Residence,To renovate,Saint-Georges-sur-Meuse,4470,149000,2,1,92,,,,,213,E+,,,,,,,,,,0,1,,0,,,0,Electricity,https://immovlan.be/en/detail/residence/for-sale/4470/saint-georges-sur-meuse/vbc87151
Residence,New,Saint-Georges-sur-Meuse,4470,333568,3,2,128,,,4,,,,,,,,,,,,,,,,,,,,,https://immovlan.be/en/detail/residence/for-sale/4470/saint-georges-sur-meuse/vbc91467
Residence,New,Saint-Georges-sur-Meuse,4470,341793,4,2,147,,,4,,,,,,,,,,,,,,,,,,,,,https://immovlan.be/en/detail/residence/for-sale/4470/saint-georges-sur-meuse/vbc91468
Residence,To be renovated,Vinalmont,4520,60000,4,1,,1755,0,4,,481,G,1,1,,1,2000,,,,,1,1,,0,,1,0,,https://immovlan.be/en/detail/residence/for-sale/4520/vinalmont/vbc91532
Residence,To renovate,Marchin,4570,259000,4,1,140,,,,,296,F,,1,,,,,1,,,0,0,,0,,,0,Fuel oil,https://immovlan.be/en/detail/residence/for-sale/4570/marchin/vbc88261
Residence,Fully renovated,Dalhem,4607,230000,3,2,126,1950,0,2,2,255,E-,1,1,18,,,0,,,,1,1,,0,,,0,,https://immovlan.be/en/detail/residence/for-sale/4607/dalhem/vbc91268
