Type of property,State of the property,Locality,Postal Code,Price,Number of bedrooms,Number of bathrooms,Living area,Construction year,Furnished,Number of facades,Number of floors,EPB,Energy class,Fully equipped kitchen,Terrace,Terrace area,Garden,Garden area,Swimming pool,Garage,Bike storage,Balcony,Cellar,Attic,Floor of apartment,Elevator,Air conditioning,Alarm,Access for disabled,Type of heating,URL
Residence,,Torhout,8820,179000,3,1,,1931,,3,2,952,G,,,,,,0,1,0,0,0,0,,0,,0,0,,https://immovlan.be/en/detail/residence/for-sale/8820/torhout/rbt68819
Residence,Normal,Staden,8840,350000,,3,332,1952,,,,,,,,,1,,0,1,0,,0,1,,,,,,Gas,https://immovlan.be/en/detail/residence/for-sale/8840/staden/rbt72345
Residence,Excellent,Izegem,8870,260000,3,1,113,,,2,,113,C,,1,,1,,0,,0,,0,1,,,1,,,Gas,https://immovlan.be/en/detail/residence/for-sale/8870/izegem/rbt72375
Residence,To be renovated,Izegem,8870,450000,6,0,281,1958,,4,,1026,G,,,,1,,0,,0,,0,0,,,,,,Fuel oil,https://immovlan.be/en/detail/residence/for-sale/8870/izegem/rbt72377
Residence,To be renovated,Izegem,8870,270000,6,2,494,1881,,2,,593,G,,1,,1,,0,,0,,0,1,,,,,,Gas,https://immovlan.be/en/detail/residence/for-sale/8870/izegem/rbt72379
Residence,To be renovated,Izegem,8870,155000,3,1,137,1966,,3,,541,G,,1,,1,,0,1,0,,0,1,,,,,,,https://immovlan.be/en/detail/residence/for-sale/8870/izegem/rbt72385
Residence,Normal,Izegem,8870,180000,2,1,104,1918,,,2,313,F,,1,,1,,,,,,0,1,,0,,,0,Gas,https://immovlan.be/en/detail/residence/for-sale/8870/izegem/rbt72528
Residence,Fully renovated,Ledegem,8880,299000,3,2,166,,,2,,,,1,1,,1,,,,0,,0,1,,,,,,Gas,https://immovlan.be/en/detail/residence/for-sale/8880/ledegem/rbt67140
Residence,To be renovated,Ledegem,8880,99000,4,2,150,,0,3,,691,G,,1,20,1,100,,,0,,0,,,0,,,,Gas,https://immovlan.be/en/detail/residence/for-sale/8880/ledegem/rbt72712
Residence,To be renovated,Sint-Eloois-Winkel,8880,199000,3,1,168,1968,0,3,,729,G,,1,20,1,200,,1,0,,0,,,0,,,,Fuel oil,https://immovlan.be/en/detail/residence/for-sale/8880/sint-eloois-winkel/rbt72714
Residence,New,Ieper,8900,337040,3,0,,,,3,,,,,,,,,0,,0,,0,0,,,,,,,https://immovlan.be/en/detail/residence/for-sale/8900/ieper/rbj91719
Residence,,Ieper,8900,329000,3,1,144,1973,,2,,383,G,,,,,,,,0,0,0,,,0,0,0,0,Gas,https://immovlan.be/en/detail/residence/for-sale/8900/ieper/rbt72802
Residence,Excellent,Zuidschote,8904,299000,4,2,225,1930,,2,,,,,,,1,,0,1,0,,1,1,,,,,,Gas,https://immovlan.be/en/detail/residence/for-sale/8904/zuidschote/rbt72332
Residence,To be renovated,Langemark,8920,289000,5,3,246,1930,0,2,,592,G,,1,,1,550,,1,0,,0,,,0,,,,Fuel oil,https://immovlan.be/en/detail/residence/for-sale/8920/langemark/rbt72695
Residence,,Menen,8930,99000,3,1,94,1930,,2,3,757,G,1,,,1,,,,,0,,,,0,0,0,0,Gas,https://immovlan.be/en/detail/residence/for-sale/8930/menen/rbt68826
Residence,,Menen,8930,475000,,0,271,1930,,2,4,645,G,,,,,,,1,0,0,0,,,0,,0,0,,https://immovlan.be/en/detail/residence/for-sale/8930/menen/rbt72509
Residence,New,Gent,9000,898750,4,3,195,2025,0,2,3,,,1,1,,1,450,,1,,,,,,0,,,,,https://immovlan.be/en/detail/residence/for-sale/9000/gent/rbt72310
Residence,Normal,Gent,9000,320000,2,1,100,1899,,2,3,281,F,1,1,10,,,,,,,1,,,,,,,Gas,https://immovlan.be/en/detail/residence/for-sale/9000/gent/rbt72577
Residence,Normal,Sint-Amandsberg,9040,429000,3,2,238,1968,,2,,457,G,,1,30,1,90,0,1,0,1,0,0,,,,,,Gas,https://immovlan.be/en/detail/residence/for-sale/9040/sint-amandsberg/rbt72409
Residence,To renovate,Sint-Amandsberg,9040,274900,4,1,155,,0,2,,357,G,1,1,,,,0,,,,1,1,,,,,,Gas,https://immovlan.be/en/detail/residence/for-sale/9040/sint-amandsberg/vbc91428
Residence,Excellent,Gontrode,9090,439000,3,1,155,1935,1,3,,133,C-,1,1,,1,,0,,0,,0,1,,,,,,Gas,https://immovlan.be/en/detail/residence/for-sale/9090/gontrode/rbt69725
Residence,,Sint-Niklaas,9100,575000,4,5,360,1850,,2,,236,E,1,1,,1,,,,,0,,1,,0,0,0,0,Gas,https://immovlan.be/en/detail/residence/for-sale/9100/sint-niklaas/rbt66261
Residence,Normal,Sint-Niklaas,9100,299000,2,2,178,,0,,,172,D,,,,,,0,1,0,,0,0,,,,0,,Gas,https://immovlan.be/en/detail/residence/for-sale/9100/sint-niklaas/rbt72477
Residence,To renovate,Temse,9140,599000,4,1,243,2003,,,,218,E+,,,,,,,1,,,0,1,,0,,,0,Gas,https://immovlan.be/en/detail/residence/for-sale/9140/temse/rbt72256
Residence,Normal,Lokeren,9160,,2,2,,1965,0,3,,354,G,,,,1,,,1,0,,0,,,0,,,,Gas,https://immovlan.be/en/detail/residence/for-sale/9160/lokeren/rbt72707
Residence,To be renovated,Dendermonde,9200,249000,3,1,300,1950,,,,708,G,,,,,,,,,,0,1,,0,,,0,,https://immovlan.be/en/detail/residence/for-sale/9200/dendermonde/rbt72648
Residence,Normal,Dendermonde,9200,540000,3,2,216,2023,,,,,,,,,1,120,,1,,,0,,,0,,,0,Gas,https://immovlan.be/en/detail/residence/for-sale/9200/dendermonde/rbt72649
Residence,To renovate,Dendermonde,9200,285000,3,1,171,1951,,,,277,F,,1,,1,310,,,,,1,1,,0,,,0,Gas,https://immovlan.be/en/detail/residence/for-sale/9200/dendermonde/rbt72658
Residence,Fully renovated,Wetteren,9230,317000,3,2,126,1955,0,2,3,236,E,1,1,,,,0,,,,,1,,0,,,0,Gas,https://immovlan.be/en/detail/residence/for-sale/9230/wetteren/rbt72473
Residence,New,Wetteren,9230,395000,2,2,123,2025,0,2,,43,A-,,1,8,,,,,0,,0,,,0,,,,Gas,https://immovlan.be/en/detail/residence/for-sale/9230/wetteren/rbt72564
Residence,To be renovated,Zele,9240,260000,4,1,,,,2,,575,G,1,,,1,,,1,,,,,,,,,0,,https://immovlan.be/en/detail/residence/for-sale/9240/zele/rbt67003
Residence,Normal,Buggenhout,9255,275000,5,1,165,1935,,,,605,G,,,,1,175,,1,,,0,0,,0,,,0,Gas,https://immovlan.be/en/detail/residence/for-sale/9255/buggenhout/rbt72262
Residence,Normal,Lebbeke,9280,215000,3,1,120,,,,,271,E-,,1,,1,115,,,,,1,1,,0,,,0,Gas,https://immovlan.be/en/detail/residence/for-sale/9280/lebbeke/rbt72261
Residence,Normal,Lebbeke,9280,549000,4,1,242,1991,,,,200,D-,,,,,,,1,,,0,1,,0,1,,0,Hot air,https://immovlan.be/en/detail/residence/for-sale/9280/lebbeke/rbt72650
Residence,New,Berlare,9290,402000,3,2,156,,0,3,,,,1,1,,1,71,,1,,,,,,,,,0,Hot air,https://immovlan.be/en/detail/residence/for-sale/9290/berlare/rbt66893
Residence,Normal,Aalst,9300,269000,6,3,233,,,2,,290,F,1,1,14,,,,,,,1,1,,,1,,,Hot air,https://immovlan.be/en/detail/residence/for-sale/9300/aalst/rbt72314
Residence,Normal,Aalst,9300,420000,4,2,180,1986,0,3,2,200,D-,,1,,1,,,,0,,0,1,,0,,,,Gas,https://immovlan.be/en/detail/residence/for-sale/9300/aalst/rbt72316
Residence,,Aalst,9300,279000,4,1,148,,,2,,270,E-,,,,,,0,,0,,1,1,,,,,,Gas,https://immovlan.be/en/detail/residence/for-sale/9300/aalst/rbt72405
Residence,To be renovated,Erembodegem,9320,243000,4,1,186,,,3,,394,G,,1,,1,,0,1,0,,0,1,,,,,,,https://immovlan.be/en/detail/residence/for-sale/9320/erembodegem/rbt72346
Residence,Normal,Lede,9340,329000,3,1,163,,0,4,,276,F,,1,,1,,,,0,,0,1,,0,,,,,https://immovlan.be/en/detail/residence/for-sale/9340/lede/rbt72315
Residence,Normal,Lede,9340,579000,2,1,170,1959,0,3,,211,E+,,1,12,1,586,,1,,,1,,,,,1,,Gas,https://immovlan.be/en/detail/residence/for-sale/9340/lede/rbt72675
Residence,Normal,Aaigem,9420,525000,4,2,295,,0,,,182,D,,1,50,1,1500,,1,0,1,0,,,0,0,0,0,Wood,https://immovlan.be/en/detail/residence/for-sale/9420/aaigem/rbt72537
Residence,To be renovated,Haaltert,9450,299000,2,1,135,1930,0,2,2,728,G,,1,,1,,0,1,,,,1,,0,,,,,https://immovlan.be/en/detail/residence/for-sale/9450/haaltert/rbt72475
Residence,New,Haaltert,9450,349500,3,2,123,2024,0,3,,,,,1,,1,,,,,,,,,0,,,,,https://immovlan.be/en/detail/residence/for-sale/9450/haaltert/rbt72595
Residence,Normal,Geraardsbergen,9500,325000,3,1,100,1964,,4,,202,D-,1,1,,1,,0,1,,,,,,0,,,1,Gas,https://immovlan.be/en/detail/residence/for-sale/9500/geraardsbergen/rbt72283
Residence,Normal,Herzele,9550,438000,3,2,252,,0,,,297,F,,1,40,1,1400,0,1,0,1,0,1,,0,0,0,0,,https://immovlan.be/en/detail/residence/for-sale/9550/herzele/rbt68841
Residence,Normal,Herzele,9550,393000,3,1,272,,0,,,210,E+,,1,15,1,800,0,1,0,0,0,1,,0,0,0,0,Wood,https://immovlan.be/en/detail/residence/for-sale/9550/herzele/rbt72228
Residence,Normal,Herzele,9550,259000,5,1,223,,0,,,681,G,,1,30,1,669,0,,0,0,0,1,,0,0,0,0,,https://immovlan.be/en/detail/residence/for-sale/9550/herzele/rbt72266
Residence,Excellent,Herzele,9550,599000,4,2,300,2014,,3,,69,B,,1,,1,,1,,0,,0,1,,,1,,,,https://immovlan.be/en/detail/residence/for-sale/9550/herzele/rbt72348
Residence,To be renovated,Ronse,9600,169000,3,2,202,1919,0,,,680,G,,,,,,,1,0,,0,,,0,,,,Electricity,https://immovlan.be/en/detail/residence/for-sale/9600/ronse/rbt72493
Residence,,Zottegem,9620,320000,3,1,164,1962,,4,3,483,G,,,,,,,1,0,0,0,,,0,0,0,0,Fuel oil,https://immovlan.be/en/detail/residence/for-sale/9620/zottegem/rbt72495
Residence,,Oudenaarde,9700,324000,3,2,208,1965,,2,,263,E-,,,,,,,1,0,0,0,,,0,0,0,0,,https://immovlan.be/en/detail/residence/for-sale/9700/oudenaarde/rbt72506
Residence,Normal,Oudenaarde,9700,349000,3,2,160,2004,0,,,169,D+,,,,,,,1,0,,0,,,0,,,,Gas,https://immovlan.be/en/detail/residence/for-sale/9700/oudenaarde/rbt72521
Residence,Normal,Oudenaarde,9700,359000,3,2,195,1988,0,,,279,F,,,,,,,1,0,,0,,,0,,,,Electricity,https://immovlan.be/en/detail/residence/for-sale/9700/oudenaarde/rbt72522
Residence,,Oudenaarde,9700,275000,4,2,260,,0,,,471,G,,,,,,,1,0,,0,,,0,,,,Fuel oil,https://immovlan.be/en/detail/residence/for-sale/9700/oudenaarde/rbt72523
Residence,New,Volkegem,9700,525000,4,0,250,,0,,,,,,,,,,,,0,,0,,,0,,,,Electricity,https://immovlan.be/en/detail/residence/for-sale/9700/volkegem/rbt72525
Residence,Normal,Oosterzele,9860,569000,4,2,240,2009,,3,,119,C,,1,,1,740,1,1,0,,0,1,,,,,,Gas,https://immovlan.be/en/detail/residence/for-sale/9860/oosterzele/rbt68590
Residence,Fully renovated,Eeklo,9900,495000,3,1,225,1955,,2,,70,B,,,,1,45,0,1,0,,0,0,,,,,,Gas,https://immovlan.be/en/detail/residence/for-sale/9900/eeklo/rbt72326
Residence,Excellent,Eeklo,9900,295000,3,1,137,1970,,3,,336,F,,1,,1,,0,,0,,0,0,,,,,,,https://immovlan.be/en/detail/residence/for-sale/9900/eeklo/rbt72430
Residence,To be renovated,Eeklo,9900,115000,2,0,120,,,2,,1502,G,,1,,1,146,,1,1,,0,,,,0,0,,,https://immovlan.be/en/detail/residence/for-sale/9900/eeklo/rwc39949
Residence,,Zomergem,9930,450000,3,2,184,,,3,2,73,B,,,,,,,1,0,0,0,,,0,0,0,0,,https://immovlan.be/en/detail/residence/for-sale/9930/zomergem/rbt72502
Residence,New,Evergem,9940,445000,4,0,193,,,3,,99,C+,,1,,1,,,1,,,,,,,,,,,https://immovlan.be/en/detail/residence/for-sale/9940/evergem/rbt67760
Residence,New,Evergem,9940,453000,4,0,209,,,3,,99,C+,,1,,1,,0,1,0,,0,0,,,,,,,https://immovlan.be/en/detail/residence/for-sale/9940/evergem/rbt67762
Residence,Normal,Evergem,9940,445000,3,2,146,2014,,3,2,142,C-,,1,,1,180,0,1,,,,1,,0,,,0,Gas,https://immovlan.be/en/detail/residence/for-sale/9940/evergem/rbt72232
Residence,Normal,Evergem,9940,495000,3,2,243,2011,0,4,3,123,C,,1,28,1,140,0,1,,,,1,,0,,,0,Gas,https://immovlan.be/en/detail/residence/for-sale/9940/evergem/rbt72311
Studio,New,Schaarbeek,1030,273000,,1,51,2026,0,2,5,46,B+,1,1,,1,,0,,,,1,,2,1,,,1,,https://immovlan.be/en/detail/studio/for-sale/1030/schaarbeek/vbc91348
Studio,Normal,Antwerp,2018,115000,,1,27,1961,0,2,,435,G,,,,,,,,0,,0,0,6,1,,,,Fuel oil,https://immovlan.be/en/detail/studio/for-sale/2018/antwerp/rbt72437
Studio,Normal,Liege,4000,110000,1,1,,,,3,,123,C,,1,,,,,,,,,,,1,,,1,,https://immovlan.be/en/detail/studio/for-sale/4000/liege/vbc91585
Studio,To be renovated,Ougrée,4102,56500,1,1,32,,,,1,920,G,,,,,,,,,,0,0,1,0,,,0,Electricity,https://immovlan.be/en/detail/studio/for-sale/4102/ougree/vbc60776
Studio,To renovate,Ougrée,4102,56500,1,1,28,,,,1,770,G,,,,,,,,,,0,0,1,0,,,0,Electricity,https://immovlan.be/en/detail/studio/for-sale/4102/ougree/vbc60777
Studio,Normal,Andenne,5300,110000,1,1,44,2007,0,,2,161,D+,1,,,,,0,,,,,,,0,,,0,Gas,https://immovlan.be/en/detail/studio/for-sale/5300/andenne/vbc91308
Studio,Normal,Andenne,5300,289000,3,3,200,2007,0,,3,95,C+,1,1,,,,0,1,,,,,,0,,,0,Gas,https://immovlan.be/en/detail/studio/for-sale/5300/andenne/vbc91309
Studio,Fully renovated,Nieuwpoort,8620,138000,1,1,25,,,,7,247,E,1,1,,,,0,,,,,,6,1,,,,Electricity,https://immovlan.be/en/detail/studio/for-sale/8620/nieuwpoort/rbt72295
Triplex,Normal,Brussels,1000,549000,2,2,150,1875,0,2,3,257,E-,,1,20,1,60,,,,,1,,,0,,1,,Gas,https://immovlan.be/en/detail/triplex/for-sale/1000/brussels/vbc91472
Triplex,Normal,Braine-l'Alleud,1420,375000,3,2,146,,0,2,,353,G,1,1,10,1,80,0,1,,,,,,0,,,0,Gas,https://immovlan.be/en/detail/triplex/for-sale/1420/braine-l-alleud/vbc91321
Villa,Normal,Ukkel,1180,1590000,4,3,450,1959,0,3,2,384,G,1,1,60,1,233,,1,,,1,1,,0,,,0,Fuel oil,https://immovlan.be/en/detail/villa/for-sale/1180/ukkel/vbc91642
Villa,Excellent,Chaumont-Gistoux,1325,1190000,7,6,450,1976,0,4,2,312,F,1,1,60,1,3000,0,1,,,,,,0,,,0,Fuel oil,https://immovlan.be/en/detail/villa/for-sale/1325/chaumont-gistoux/vbc91430
Villa,Normal,Chaumont-Gistoux,1325,665000,5,2,365,1983,0,4,1,302,F,1,1,,1,,,1,,,1,,,0,,,0,Fuel oil,https://immovlan.be/en/detail/villa/for-sale/1325/chaumont-gistoux/vbc91738
Villa,Excellent,Rixensart,1330,640000,4,2,192,1995,0,4,2,163,D+,1,1,12,1,440,0,,,,1,,,0,,1,0,Gas,https://immovlan.be/en/detail/villa/for-sale/1330/rixensart/vbc89345
Villa,To renovate,Céroux-Mousty,1341,795000,3,3,255,,0,4,1,399,G,,1,18,1,3000,0,1,,,1,,,0,,,0,Gas,https://immovlan.be/en/detail/villa/for-sale/1341/ceroux-mousty/vbc91431
Villa,Excellent,Jandrain-Jandrenouille,1350,356050,3,1,1,2025,,4,,,,1,,,1,,,1,,,,1,,,,,,Solar energy,https://immovlan.be/en/detail/villa/for-sale/1350/jandrain-jandrenouille/rwc39945
Villa,Normal,Grez-Doiceau,1390,665000,5,2,365,1983,0,4,1,302,F,1,1,,1,,,1,,,1,,,0,,,0,Fuel oil,https://immovlan.be/en/detail/villa/for-sale/1390/grez-doiceau/vbc91736
Villa,Normal,Waterloo,1410,610000,3,2,200,1966,,4,,388,G,1,1,,1,800,,1,,,1,,,0,,,,Gas,https://immovlan.be/en/detail/villa/for-sale/1410/waterloo/vbc44601
Villa,Normal,Braine-l'Alleud,1420,610000,3,2,200,1966,0,4,,388,G,1,1,,1,800,,1,,,1,,,0,,,,Gas,https://immovlan.be/en/detail/villa/for-sale/1420/braine-l-alleud/vbc44602
Villa,Excellent,Hoeilaart,1560,1750000,5,2,350,2010,,4,1,133,C-,,,,1,,0,1,0,,0,1,,,0,1,,Gas,https://immovlan.be/en/detail/villa/for-sale/1560/hoeilaart/vbc91434
Villa,To renovate,Dilbeek,1700,489000,4,2,182,2015,,,1,247,E,,,,,,,1,,,0,,,0,,,0,,https://immovlan.be/en/detail/villa/for-sale/1700/dilbeek/rbt72532
Villa,Normal,Dilbeek,1700,730000,3,2,230,1973,0,4,,325,F,1,1,39,1,2564,,1,,,1,,,0,1,,0,,https://immovlan.be/en/detail/villa/for-sale/1700/dilbeek/rbt72576
Villa,Normal,Tervuren,3080,995000,4,2,257,,0,4,4,358,G,1,1,,1,,0,1,,,1,1,,0,,1,0,Fuel oil,https://immovlan.be/en/detail/villa/for-sale/3080/tervuren/vbc87332
Villa,Normal,Overijse,3090,950000,3,2,300,1981,0,4,,458,G,,1,30,1,1500,,1,0,,0,0,,0,,,,,https://immovlan.be/en/detail/villa/for-sale/3090/overijse/rbt72298
Villa,Excellent,Rotselaar,3110,1280000,6,2,895,1975,,4,,287,F,1,1,80,1,14000,1,1,1,,1,1,,1,,1,1,Fuel oil,https://immovlan.be/en/detail/villa/for-sale/3110/rotselaar/rwc39834
Villa,,Keerbergen,3140,779000,5,2,293,1998,,4,2,131,C,,,,,,,,0,0,0,,,0,0,0,0,Fuel oil,https://immovlan.be/en/detail/villa/for-sale/3140/keerbergen/rbt72794
Villa,Normal,Liege,4000,234000,2,1,75,,0,3,2,118,C,,1,7,,,,1,,,1,,,,,,,,https://immovlan.be/en/detail/villa/for-sale/4000/liege/vbc87395
Villa,Normal,Wierde,5100,445000,4,2,190,1997,0,4,,212,E+,,1,40,1,,,,0,,0,0,,0,,,,Fuel oil,https://immovlan.be/en/detail/villa/for-sale/5100/wierde/vbc91398
Villa,To be renovated,Ciney,5590,345000,4,1,180,1970,0,4,1,759,G,1,1,,1,,,1,,,1,1,,,,,1,Fuel oil,https://immovlan.be/en/detail/villa/for-sale/5590/ciney/vbc88779
Villa,Excellent,Couillet,6010,227000,3,2,132,1960,,2,2,235,E,1,1,,1,103,0,,,,,1,,0,1,,0,Fuel oil,https://immovlan.be/en/detail/villa/for-sale/6010/couillet/vbc88786
Villa,To renovate,La,7100,195000,3,2,119,,0,4,1,433,G,1,,,1,580,,1,,,1,1,,0,,,0,Fuel oil,https://immovlan.be/en/detail/villa/for-sale/7100/la-louviere/vbc88325
Villa,To renovate,Boussoit,7110,220000,3,2,138,1960,0,4,1,598,G,,,,1,,,1,,,1,,,0,,,0,Gas,https://immovlan.be/en/detail/villa/for-sale/7110/boussoit/vbc91546
Villa,,Manage,7170,750000,8,4,454,,,4,,243,E,1,1,71,1,,,,,,,,,,,1,,Fuel oil,https://immovlan.be/en/detail/villa/for-sale/7170/manage/vbc87324
Villa,,Enghien,7850,435000,4,1,187,,,4,,685,G,,1,15,1,,,1,0,,0,1,,,,,,,https://immovlan.be/en/detail/villa/for-sale/7850/enghien/vbc91416
Villa,,Tielt,8700,729000,4,2,260,,0,4,,210,E+,,1,,1,,,1,0,,0,,,0,,,,Gas,https://immovlan.be/en/detail/villa/for-sale/8700/tielt/rbt72720
Villa,Excellent,Lichtervelde,8810,381050,3,1,1,,,,,,,1,,,1,,,1,,,,1,,,,,,Solar energy,https://immovlan.be/en/detail/villa/for-sale/8810/lichtervelde/rwc39944
Villa,,Lendelede,8860,395000,4,2,249,1958,0,4,,527,G,,,,1,,,1,0,,0,1,,0,,,,Fuel oil,https://immovlan.be/en/detail/villa/for-sale/8860/lendelede/rbt65353
Villa,Excellent,Schendelbeke,9506,424000,3,2,233,1968,0,4,2,218,E+,,1,30,1,500,,1,,,1,1,,0,,,,Gas,https://immovlan.be/en/detail/villa/for-sale/9506/schendelbeke/rbt72766
